,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
0,0106,10944.086507097238,817.9775784678966,53,259253,48.81182138954875,238317.2424719796,145,670952,140.81182138954875,650016.2424719798,66,328347,53.09313144254522,260831.17330127672,158,740046,145.09313144254523,672530.173301277,0.20554484176262963,342.0,0.051619793520825914,0.05910021886409737,9.982604623620946e-06,1.1444933633924909e-05,302.0,305.0,339.0,338.0,0.03627180899908173,0.05147189672183778,6.864242380483019e-06,9.885366693978563e-06,304.0,316.0,333.0,348.0
1,0101,16100.77801271224,1181.739689343554,46,212352,42.93151382470554,201164.24105656642,165,666616,161.9315138247054,655428.2410565666,51,234461,44.655864132651644,209417.20266397885,170,688725,163.65586413265154,663681.202663979,0.14488154971598896,400.0,0.07797731568998109,0.08785752621555812,1.4783015149525066e-05,1.6196589833189583e-05,207.5,222.0,240.0,248.0,0.06535947712418301,0.08206813723837234,1.2528659947227062e-05,1.5133340685961823e-05,149.0,203.0,185.0,234.0
2,0107,26623.9242216807,1308.697167255919,73,279958,66.57736880882355,250594.342412395,198,683347,191.5773688088235,653983.3424123948,94,374316,71.81054770088829,274327.3424113587,219,777705,196.81054770088826,677716.3424113586,0.1953455884225265,348.0,0.03715518859072997,0.0432206156885425,8.718776150958538e-06,1.0414158012589628e-05,380.0,378.0,364.0,357.0,0.024784970574920778,0.038165582196281696,5.55057670384682e-06,9.005540130781787e-06,381.0,380.0,374.0,363.0
3,0102,26619.73284116248,1067.2127517067188,50,180575,47.454600273130204,170842.75630810225,186,691230,183.45460027313027,681497.7563081024,58,213243,50.17032301750963,182590.83306824745,194,723898,186.17032301750962,693245.8330682475,0.2937051386039575,247.0,0.0744,0.08146516987313332,2.119860739137091e-05,2.3349161617282714e-05,219.5,239.0,158.0,174.0,0.05766944114149822,0.07396336440178258,1.5919440836175775e-05,2.0793582874308856e-05,181.0,230.0,132.0,166.0
4,0103,19984.437385660814,915.42711502298,56,248672,52.57129047465139,232939.0913356941,166,683565,162.57129047465142,667832.0913356942,59,262761,53.53247852877447,237290.9192616869,169,697654,163.53247852877448,672183.9192616871,0.2996775752092003,238.0,0.05293367346938776,0.058822919749941055,1.1054167556875661e-05,1.2307859511820513e-05,297.0,309.0,310.0,321.0,0.04854926745188164,0.05706493357646108,1.0104580231251923e-05,1.193784349499189e-05,226.5,288.0,239.0,295.0
5,0105,9992.980745179542,629.7313003695588,35,177795,34.50410804823494,175409.07952368428,149,683019,148.504108048235,680633.0795236842,36,179752,34.718241474103216,175828.1386381085,150,684976,148.71824147410328,681052.1386381085,0.3166608362356167,218.0,0.12163265306122449,0.12473744881215294,2.1606961495309016e-05,2.2121211769964524e-05,105.0,142.0,153.0,186.0,0.11574074074074074,0.12338114678444345,2.1199611031234312e-05,2.202944743621328e-05,57.0,106.0,84.0,156.0
6,0104,23537.120094825957,1132.3151809071007,66,280385,63.400531867350274,270073.0744112434,168,689905,165.40053186735022,679593.074411243,70,300677,64.25817291016561,274513.27535526664,172,710197,166.25817291016557,684033.2753552663,0.23068987167118904,315.0,0.03856749311294766,0.041148224379624065,8.77565901968492e-06,9.317220376488965e-06,371.0,389.0,362.0,378.0,0.03510204081632653,0.040264865974073055,7.855582908678178e-06,9.077171181097447e-06,315.0,373.0,295.0,361.0
7,0200,1529998.8779188755,27727.775205879967,48,149095,39.30054957839592,121756.89003047414,155,647777,146.3005495783959,620438.8900304739,60,211549,43.10804023088039,140448.25060094587,167,710231,150.10804023088042,639130.2506009457,0.025007537422344347,435.0,0.06727430555555555,0.09472153129957345,2.914065875214097e-05,4.185158584467755e-05,251.5,204.0,99.0,80.0,0.04638888888888889,0.08077693978006979,1.5870027191622688e-05,3.24008725192415e-05,243.0,208.0,134.0,91.0
8,0406,1598.3256254988669,181.9648959626104,26,97504,20.341422208636164,76757.35633167137,178,728033,172.34142220863617,707286.3563316711,42,169096,25.144867273688345,97485.77824715676,194,799625,177.1448672736884,728014.7782471569,0.6065964990916701,25.0,0.26331360946745563,0.41651154538140706,7.657838449807625e-05,0.00012004809250388247,27.0,20.0,20.0,11.0,0.10997732426303855,0.2801753209942304,2.796531367156802e-05,7.660509740557016e-05,62.0,28.0,53.0,18.0
9,0402,20435.79616940004,676.3277390616968,37,163616,34.71313976271417,153491.4740567395,178,706736,175.71313976271404,696611.4740567397,47,201888,38.40132653052337,167320.86617109465,188,745008,179.40132653052325,710440.8661710948,0.5614188964947163,35.0,0.13002191380569758,0.14581978223820952,2.640010608669648e-05,2.9568010912738993e-05,96.0,115.0,115.0,131.0,0.0851063829787234,0.12165590570172641,1.8278473558631718e-05,2.5376266513932433e-05,88.0,109.0,108.0,128.0
