,geoid,carea,cperim,dperim_0.5,dpperim_0.5,dperim_pro_0.5,dpperim_pro_0.5,darea_0.5,dparea_0.5,darea_pro_0.5,dparea_pro_0.5,dperim_0.1,dpperim_0.1,dperim_pro_0.1,dpperim_pro_0.1,darea_0.1,dparea_0.1,darea_pro_0.1,dparea_pro_0.1,cpolsby,rank_cpolsby,dpolsby_0.5,dpolsby_pro_0.5,dpop_polsby_0.5,dpop_polsby_pro_0.5,rank_dpolsby_0.5,rank_dpolsby_pro_0.5,rank_dpop_polsby_0.5,rank_dpop_polsby_pro_0.5,dpolsby_0.1,dpolsby_pro_0.1,dpop_polsby_0.1,dpop_polsby_pro_0.1,rank_dpolsby_0.1,rank_dpolsby_pro_0.1,rank_dpop_polsby_0.1,rank_dpop_polsby_pro_0.1
0,0105,9979.730589576891,659.5817929464946,64,96614,63.220436842494976,95931.8859295642,426,683019,425.2204368424949,682336.885929564,64,96614,63.220436842494976,95931.8859295642,426,683019,425.2204368424949,682336.885929564,0.2882646338006294,126.0,0.10400390625,0.10638959226674582,7.31733029105873e-05,7.414346602498702e-05,78.0,82.0,69.0,80.0,0.10400390625,0.10638959226674582,7.31733029105873e-05,7.414346602498702e-05,57.0,79.0,53.0,71.0
1,0102,26558.84709380442,1205.2306283669525,113,139566,111.10718620478964,137449.96935212726,520,681874,518.1071862047894,679757.969352127,119,146340,112.62915168604565,139098.85205009894,526,688648,519.6291516860456,681406.8520500989,0.22976229628639339,204.0,0.04072362753543739,0.04196964711501727,3.5006191775423026e-05,3.5980319308672274e-05,257.0,269.0,186.0,200.0,0.03714426947249488,0.04096301186810261,3.215667890814027e-05,3.521757147211782e-05,243.0,262.0,174.0,193.0
2,0106,10971.693433733455,988.9040770691092,122,181717,116.84069673870742,171072.45249861426,434,688049,428.8406967387074,677404.4524986143,138,201423,121.45667823187098,176462.02763981567,450,707755,433.45667823187097,682794.0276398157,0.14098574170931938,327.0,0.0291588282719699,0.03141287721701515,2.0836667007424975e-05,2.314663609929463e-05,333.0,333.0,298.0,294.0,0.023629489603024575,0.029383457692260403,1.744475305437727e-05,2.1927402234309874e-05,337.0,333.0,297.0,295.0
3,0107,26614.52821081104,1575.276689796517,166,214360,157.9830582830379,205257.28844434983,609,677547,600.9830582830381,668444.2884443495,193,258782,165.5651033130231,218518.06089928965,636,721969,608.5651033130232,681705.0608992892,0.13477673858719172,339.0,0.022100449992742053,0.024079152423580837,1.4745242859566847e-05,1.5866021632506513e-05,377.0,375.0,363.0,368.0,0.017074283873392573,0.022200841500812713,1.0780785872569075e-05,1.4276503041415086e-05,379.0,378.0,375.0,374.0
4,0104,23581.411522396436,1262.7763171181962,112,153922,111.34075111311908,152709.5262059085,545,683524,544.3407511131194,682311.5262059082,118,159572,112.40214916098036,153728.05330412887,551,689174,545.4021491609807,683330.0533041285,0.1858346973723596,269.0,0.043447066326530615,0.04390991078310447,2.8850435458568364e-05,2.925839160622663e-05,249.0,257.0,238.0,246.0,0.039571962079862105,0.04316856524682497,2.7065465947494326e-05,2.8915071225278398e-05,227.0,247.0,215.0,236.0
5,0101,16108.634506139131,1350.203640999945,76,109291,69.74013644778871,100913.93233253811,432,675726,425.74013644778864,667348.9323325382,82,118630,71.64514587878072,104110.7324335882,438,685065,427.64514587878057,670545.7324335882,0.11103759386159961,367.0,0.07479224376731301,0.0875344504450653,5.657203875336674e-05,6.553159076881839e-05,127.0,117.0,106.0,99.0,0.06513979773944081,0.0833124688177101,4.867912005795975e-05,6.186391482764537e-05,122.0,111.0,99.0,98.0
6,0103,20001.160238892124,1043.7026649311667,101,152836,100.42096727023224,151767.36665139053,467,684416,466.4209672702322,683347.3666513903,102,154120,100.61380537036136,152014.97077195632,468,685700,466.6138053703614,683594.9707719561,0.23073393274962695,200.0,0.0457798255073032,0.04625186664091237,2.9300081474378182e-05,2.9667758002511462e-05,236.0,247.0,235.0,243.0,0.04498269896193772,0.04609379158472148,2.8867963584383772e-05,2.9581905016443663e-05,197.0,236.0,202.0,229.0
7,0200,1529614.2251565189,32746.23179352534,127,149136,105.25487666499086,121272.13646254413,504,668997,482.25487666499083,641133.1364625443,156,189073,113.81105288544805,132917.83247066993,533,708934,490.811052885448,652778.8324706701,0.01792541068820446,435.0,0.031248062496124992,0.0435303515615978,3.0078708785844313e-05,4.359394443882012e-05,319.0,263.0,228.0,155.0,0.0219017094017094,0.037891818826635656,1.983109865300088e-05,3.694873397794235e-05,349.0,277.0,268.0,181.0
8,0402,20429.60640778095,722.4542825527043,66,110329,60.36696957586893,101409.10756440104,505,714126,499.3669695758689,705206.1075644009,78,129890,63.233673498797685,105962.46885946227,517,733687,502.2336734987976,709759.4688594621,0.4918686285479773,17.0,0.11593204775022957,0.13703170554135538,5.866721625531287e-05,6.8574420048151e-05,63.0,59.0,103.0,92.0,0.08497698882314267,0.1256056001038986,4.3486994191790264e-05,6.321309551865045e-05,86.0,58.0,113.0,95.0
9,0403,40633.228610142214,1398.0425111522673,111,196479,107.41332472315506,190857.9104080735,426,707734,422.413324723155,702112.9104080736,126,220731,111.33004709288012,197197.74090416505,441,731986,426.33004709287985,708452.7409041652,0.2612464758750277,159.0,0.03457511565619674,0.03661181764417991,1.833317912430332e-05,1.9274655720684716e-05,295.0,299.0,328.0,332.0,0.027777777777777776,0.03439704674399895,1.5023672682923676e-05,1.8218264965492375e-05,305.0,300.0,332.0,338.0
10,0409,429.9184854123202,184.4100116464489,137,199558,134.51454429534843,196221.91662370923,507,712460,504.51454429534834,709123.9166237095,139,201462,135.07811334040483,196763.03138591157,509,714364,505.0781133404048,709665.0313859119,0.15886454841287748,304.0,0.027012627204432843,0.027882724097048072,1.7890488580590936e-05,1.841734850665992e-05,343.0,354.0,338.0,345.0,0.026344392112209514,0.027681433544121337,1.760083526838276e-05,1.8330165931462163e-05,319.0,341.0,294.0,336.0
11,0408,1401.7096415529827,293.3420747591781,74,138371,71.49867496721052,133459.80383451187,480,709723,477.4986749672105,704811.803834512,82,153382,73.93445412527291,138126.03021359927,488,724734,479.9344541252729,709478.0302135993,0.20470064256447507,242.0,0.08765522279035792,0.09340630317384366,3.706796296955881e-05,3.957056073406917e-05,100.0,103.0,178.0,177.0,0.0725758477096966,0.08779872056647764,3.0805612162202007e-05,3.718672148861668e-05,105.0,103.0,185.0,180.0
12,0407,531.9434254925015,125.45680263443987,80,117467,79.51889672235329,116921.14545922892,443,707804,442.5188967223532,707258.1454592289,83,123192,80.69247034744238,119115.5047118074,446,713529,443.6924703474424,709452.5047118074,0.424704516645008,34.0,0.06921875,0.06998277014060468,5.12957350884241e-05,5.173587933896508e-05,148.0,157.0,116.0,129.0,0.06474089127594716,0.06814218197933268,4.7016101677835956e-05,5.000192631833572e-05,127.0,154.0,106.0,125.0
13,0406,1628.0699431039386,251.58959646161213,66,98752,64.01422748308816,95589.6725547195,511,710883,509.0142274830882,707720.6725547195,74,109759,65.97092269154288,97917.19927486405,519,721890,510.97092269154297,710048.199274864,0.32321950849770875,97.0,0.11730945821854913,0.12421581804138286,7.289644153067876e-05,7.745330134347457e-05,62.0,69.0,70.0,72.0,0.0947772096420745,0.11740621039859071,5.992261293990011e-05,7.405763938799546e-05,68.0,66.0,77.0,72.0
14,0401,142828.54205748715,2930.210430591609,82,124792,77.62093994342268,118175.21344845914,479,715992,474.6209399434228,709375.2134484594,96,152702,81.85644326939101,127442.97621410641,493,743902,478.8564432693911,718642.9762141064,0.20903896536181513,235.0,0.07123735871505056,0.07877512484071092,4.5976370055758424e-05,5.079526363874305e-05,139.0,131.0,137.0,131.0,0.05349392361111111,0.07146601973152372,3.1902614487166426e-05,4.4246749848201085e-05,169.0,140.0,179.0,142.0
15,0404,86534.70057579939,2953.2549903346776,109,172641,106.05176396960829,165639.38039591245,402,700206,399.0517639696084,693204.3803959129,125,203326,111.04634145409531,174036.82251488813,418,730891,404.04634145409545,701601.8225148887,0.12468042279622006,354.0,0.03383553572931571,0.035480803126466114,2.3492970967897862e-05,2.526586107485233e-05,299.0,306.0,271.0,272.0,0.026752,0.03276594282360302,1.767936980846236e-05,2.3163725910812433e-05,315.0,310.0,291.0,274.0
