BLOCKID,CD113
190019601001000,03
190019601001001,03
190019601001002,03
190019601001003,03
190019601001004,03
190019601001005,03
190019601001006,03
190019601001007,03
190019601001008,03
190019601001009,03
190019601001010,03
190019601001011,03
190019601001012,03
190019601001013,03
190019601001014,03
190019601001015,03
190019601001016,03
190019601001017,03
190019601001018,03
190019601001019,03
190019601001020,03
190019601001021,03
190019601001022,03
190019601001023,03
190019601001024,03
190019601001025,03
190019601001026,03
190019601001027,03
190019601001028,03
190019601001029,03
190019601001030,03
190019601001031,03
190019601001032,03
190019601001033,03
190019601001034,03
190019601001035,03
190019601001036,03
190019601001037,03
190019601001038,03
190019601001039,03
190019601001040,03
190019601001041,03
190019601001042,03
190019601001043,03
190019601001044,03
190019601001045,03
190019601001046,03
190019601001047,03
190019601001048,03
190019601001049,03
190019601001050,03
190019601001051,03
190019601001052,03
190019601001053,03
190019601001054,03
190019601001055,03
190019601001056,03
190019601001057,03
190019601001058,03
190019601001059,03
190019601001060,03
190019601001061,03
190019601001062,03
190019601001063,03
190019601001064,03
190019601001065,03
190019601001066,03
190019601001067,03
190019601001068,03
190019601001069,03
190019601001070,03
190019601001071,03
190019601001072,03
190019601001073,03
190019601001074,03
190019601001075,03
190019601001076,03
190019601001077,03
190019601001078,03
190019601001079,03
190019601001080,03
190019601001081,03
190019601001082,03
190019601001083,03
190019601001084,03
190019601001085,03
190019601001086,03
190019601001087,03
190019601001088,03
190019601001089,03
190019601001090,03
190019601001091,03
190019601001092,03
190019601001093,03
190019601001094,03
190019601001095,03
190019601001096,03
190019601001097,03
190019601001098,03
190019601001099,03
190019601001100,03
190019601001101,03
190019601001102,03
190019601001103,03
190019601001104,03
190019601001105,03
190019601001106,03
190019601001107,03
190019601001108,03
190019601001109,03
190019601001110,03
190019601001111,03
190019601001112,03
190019601001113,03
190019601001114,03
190019601001115,03
190019601001116,03
190019601001117,03
190019601001118,03
190019601001119,03
190019601001120,03
190019601001121,03
190019601001122,03
190019601001123,03
190019601001124,03
190019601001125,03
190019601001126,03
190019601001127,03
190019601001128,03
190019601001129,03
190019601001130,03
190019601001131,03
190019601001132,03
190019601001133,03
190019601001134,03
190019601001135,03
190019601001136,03
190019601001137,03
190019601001138,03
190019601001139,03
190019601001140,03
190019601001141,03
190019601001142,03
190019601001143,03
190019601001144,03
190019601001145,03
190019601001146,03
190019601001147,03
190019601001148,03
190019601001149,03
190019601001150,03
190019601001151,03
190019601001152,03
190019601001153,03
190019601001154,03
190019601001155,03
190019601001156,03
190019601001157,03
190019601001158,03
190019601001159,03
190019601001160,03
190019601001161,03
190019601001162,03
190019601001163,03
190019601001164,03
190019601001165,03
190019601001166,03
190019601001167,03
190019601001168,03
190019601001169,03
190019601001170,03
190019601001171,03
190019601001172,03
190019601001173,03
190019601001174,03
190019601001175,03
190019601001176,03
190019601001177,03
190019601001178,03
190019601001179,03
190019601001180,03
190019601001181,03
190019601001182,03
190019601001183,03
190019601001184,03
190019601001185,03
190019601001186,03
190019601001187,03
190019601001188,03
190019601001189,03
190019601001190,03
190019601001191,03
190019601001192,03
190019601001193,03
190019601001194,03
190019601001195,03
190019601001196,03
190019601001197,03
190019601001198,03
190019601001199,03
190019601001200,03
190019601001201,03
190019601001202,03
190019601001203,03
190019601001204,03
190019601001205,03
190019601001206,03
190019601001207,03
190019601001208,03
190019601001209,03
190019601001210,03
190019601001211,03
190019601001212,03
190019601001213,03
190019601001214,03
190019601001215,03
190019601001216,03
190019601001217,03
190019601001218,03
190019601001219,03
190019601001220,03
190019601001221,03
190019601001222,03
190019601001223,03
190019601001224,03
190019601001225,03
190019601001226,03
190019601001227,03
190019601001228,03
190019601001229,03
190019601001230,03
190019601001231,03
190019601001232,03
190019601001233,03
190019601001234,03
190019601001235,03
190019601001236,03
190019601001237,03
190019601001238,03
190019601001239,03
190019601001240,03
190019601001241,03
190019601001242,03
190019601001243,03
190019601001244,03
190019601001245,03
190019601001246,03
190019601001247,03
190019601001248,03
190019601001249,03
190019601001250,03
190019601001251,03
190019601001252,03
190019601001253,03
190019601001254,03
190019601001255,03
190019601001256,03
190019601001257,03
190019601001258,03
190019601001259,03
190019601001260,03
190019601001261,03
190019601001262,03
190019601001263,03
190019601001264,03
190019601001265,03
190019601001266,03
190019601001267,03
190019601001268,03
190019601001269,03
190019601001270,03
190019601001271,03
190019601001272,03
190019601001273,03
190019601001274,03
190019601001275,03
190019601001276,03
190019601001277,03
190019601001278,03
190019601001279,03
190019601001280,03
190019601001281,03
190019601001282,03
190019601001283,03
190019601001284,03
190019601001285,03
190019601001286,03
190019601001287,03
190019601001288,03
190019601001289,03
190019601001290,03
190019601001291,03
190019601001292,03
190019601001293,03
190019601001294,03
190019601001295,03
190019601001296,03
190019601001297,03
190019601001298,03
190019601001299,03
190019601001300,03
190019601001301,03
190019601001302,03
190019601001303,03
190019601001304,03
190019601001305,03
190019601001306,03
190019601001307,03
190019601001308,03
190019601001309,03
190019601001310,03
190019601001311,03
190019601001312,03
190019601001313,03
190019601001314,03
190019601001315,03
190019601001316,03
190019601001317,03
190019601001318,03
190019601001319,03
190019601001320,03
190019601001321,03
190019601001322,03
190019601001323,03
190019601001324,03
190019601001325,03
190019601001326,03
190019601001327,03
190019601001328,03
190019601001329,03
190019601001330,03
190019601001331,03
190019601001332,03
190019601001333,03
190019601001334,03
190019601001335,03
190019601001336,03
190019601001337,03
190019601001338,03
190019601001339,03
190019601001340,03
190019601001341,03
190019601001342,03
190019601001343,03
190019601001344,03
190019601001345,03
190019601001346,03
190019601001347,03
190019601001348,03
190019601001349,03
190019601001350,03
190019601001351,03
190019601001352,03
190019601001353,03
190019601001354,03
190019601001355,03
190019601001356,03
190019601001357,03
190019601001358,03
190019601001359,03
190019601001360,03
190019601001361,03
190019601001362,03
190019601001363,03
190019601001364,03
190019601001365,03
190019601001366,03
190019601001367,03
190019601001368,03
190019601001369,03
190019601001370,03
190019601002000,03
190019601002001,03
190019601002002,03
190019601002003,03
190019601002004,03
190019601002005,03
190019601002006,03
190019601002007,03
190019601002008,03
190019601002009,03
190019601002010,03
190019601002011,03
190019601002012,03
190019601002013,03
190019601002014,03
190019601002015,03
190019601002016,03
190019601002017,03
190019601002018,03
190019601002019,03
190019601002020,03
190019601002021,03
190019601002022,03
190019601002023,03
190019601002024,03
190019601002025,03
190019601002026,03
190019601002027,03
190019601002028,03
190019601002029,03
190019601002030,03
190019601002031,03
190019601002032,03
190019601002033,03
190019601002034,03
190019601002035,03
190019601002036,03
190019601002037,03
190019601002038,03
190019601002039,03
190019601002040,03
190019601002041,03
190019601002042,03
190019601002043,03
190019601002044,03
190019601002045,03
190019601002046,03
190019601002047,03
190019601002048,03
190019601002049,03
190019601002050,03
190019601002051,03
190019601002052,03
190019601002053,03
190019601002054,03
190019601002055,03
190019601002056,03
190019601002057,03
190019601002058,03
190019601002059,03
190019601002060,03
190019601002061,03
190019601002062,03
190019601002063,03
190019601002064,03
190019601002065,03
190019601002066,03
190019601002067,03
190019601002068,03
190019601002069,03
190019601002070,03
190019601002071,03
190019601002072,03
190019601002073,03
190019601002074,03
190019601002075,03
190019601002076,03
190019601002077,03
190019601002078,03
190019601002079,03
190019601002080,03
190019601002081,03
190019601002082,03
190019601002083,03
190019601002084,03
190019601002085,03
190019601002086,03
190019601002087,03
190019601002088,03
190019601002089,03
190019601002090,03
190019601002091,03
190019601002092,03
190019601002093,03
190019601002094,03
190019601002095,03
190019601002096,03
190019601002097,03
190019601002098,03
190019601002099,03
190019601002100,03
190019601002101,03
190019601002102,03
190019601002103,03
190019601002104,03
190019601002105,03
190019601002106,03
190019601002107,03
190019601002108,03
190019601002109,03
190019601002110,03
190019601002111,03
190019601002112,03
190019601002113,03
190019601002114,03
190019601002115,03
190019601002116,03
190019601002117,03
190019601002118,03
190019601002119,03
190019601002120,03
190019601002121,03
190019601002122,03
190019601002123,03
190019601002124,03
190019601002125,03
190019601002126,03
190019601002127,03
190019601002128,03
190019601002129,03
190019601002130,03
190019601002131,03
190019601002132,03
190019601002133,03
190019601002134,03
190019601002135,03
190019601002136,03
190019601002137,03
190019601002138,03
190019601002139,03
190019601002140,03
190019601002141,03
190019601002142,03
190019601002143,03
190019601002144,03
190019601002145,03
190019601002146,03
190019601002147,03
190019601002148,03
190019601002149,03
190019601002150,03
190019601002151,03
190019601002152,03
190019601002153,03
190019601002154,03
190019601002155,03
190019601002156,03
190019601002157,03
190019601002158,03
190019601002159,03
190019601002160,03
190019601002161,03
190019601002162,03
190019601002163,03
190019601002164,03
190019601002165,03
190019601002166,03
190019601002167,03
190019601002168,03
190019601002169,03
190019601002170,03
190019601002171,03
190019601002172,03
190019601002173,03
190019601002174,03
190019601002175,03
190019601002176,03
190019601002177,03
190019601002178,03
190019601002179,03
190019601002180,03
190019601002181,03
190019601002182,03
190019601002183,03
190019601002184,03
190019601002185,03
190019601002186,03
190019601002187,03
190019601002188,03
190019601002189,03
190019601002190,03
190019601002191,03
190019601002192,03
190019601002193,03
190019601002194,03
190019601002195,03
190019601002196,03
190019601002197,03
190019601002198,03
190019601002199,03
190019601002200,03
190019601002201,03
190019601002202,03
190019601002203,03
190019601002204,03
190019601002205,03
190019601002206,03
190019601002207,03
190019601002208,03
190019601002209,03
190019601002210,03
190019601002211,03
190019601002212,03
190019601002213,03
190019601002214,03
190019601002215,03
190019601002216,03
190019601002217,03
190019601002218,03
190019601002219,03
190019601002220,03
190019601002221,03
190019601002222,03
190019601002223,03
190019601002224,03
190019601002225,03
190019601002226,03
190019601002227,03
190019601002228,03
190019601002229,03
190019601002230,03
190019601002231,03
190019601002232,03
190019601002233,03
190019601002234,03
190019601002235,03
190019601002236,03
190019601002237,03
190019601002238,03
190019601002239,03
190019601002240,03
190019601002241,03
190019601002242,03
190019601002243,03
190019601002244,03
190019601002245,03
190019601002246,03
190019601002247,03
190019601002248,03
190019601002249,03
190019601002250,03
190019601002251,03
190019601002252,03
190019601002253,03
190019601002254,03
190019601002255,03
190019601002256,03
190019601003000,03
190019601003001,03
190019601003002,03
190019601003003,03
190019601003004,03
190019601003005,03
190019601003006,03
190019601003007,03
190019601003008,03
190019601003009,03
190019601003010,03
190019601003011,03
190019601003012,03
190019601003013,03
190019601003014,03
190019601003015,03
190019601003016,03
190019601003017,03
190019601003018,03
190019601003019,03
190019601003020,03
190019601003021,03
190019601003022,03
190019601003023,03
190019601003024,03
190019601003025,03
190019601003026,03
190019601003027,03
190019601003028,03
190019601003029,03
190019601003030,03
190019601003031,03
190019601003032,03
190019601003033,03
190019601003034,03
190019601003035,03
190019601003036,03
190019601003037,03
190019601003038,03
190019601003039,03
190019601003040,03
190019601003041,03
190019601003042,03
190019601003043,03
190019601003044,03
190019601003045,03
190019601003046,03
190019601003047,03
190019601003048,03
190019601003049,03
190019601003050,03
190019601003051,03
190019601003052,03
190019601003053,03
190019601003054,03
190019601003055,03
190019601003056,03
190019601003057,03
190019601003058,03
190019601003059,03
190019601003060,03
190019601003061,03
190019601003062,03
190019601003063,03
190019601003064,03
190019601003065,03
190019601003066,03
190019601003067,03
190019601003068,03
190019601003069,03
190019601003070,03
190019601003071,03
190019601003072,03
190019601003073,03
190019601003074,03
190019601003075,03
190019601003076,03
190019601003077,03
190019601003078,03
190019601003079,03
190019601003080,03
190019601003081,03
190019601003082,03
190019601003083,03
190019601003084,03
190019601003085,03
190019601003086,03
190019601003087,03
190019601003088,03
190019601003089,03
190019601003090,03
190019601003091,03
190019601003092,03
190019601003093,03
190019601003094,03
190019601003095,03
190019601003096,03
190019601003097,03
190019601003098,03
190019601003099,03
190019601003100,03
190019601003101,03
190019601003102,03
190019601003103,03
190019601003104,03
190019601003105,03
190019601003106,03
190019601003107,03
190019601003108,03
190019601003109,03
190019601003110,03
190019601003111,03
190019601003112,03
190019601003113,03
190019601003114,03
190019601003115,03
190019601003116,03
190019601003117,03
190019601003118,03
190019602001000,03
190019602001001,03
190019602001002,03
190019602001003,03
190019602001004,03
190019602001005,03
190019602001006,03
190019602001007,03
190019602001008,03
190019602001009,03
190019602001010,03
190019602001011,03
190019602001012,03
190019602001013,03
190019602001014,03
190019602001015,03
190019602001016,03
190019602001017,03
190019602001018,03
190019602001019,03
190019602001020,03
190019602001021,03
190019602001022,03
190019602001023,03
190019602001024,03
190019602001025,03
190019602001026,03
190019602001027,03
190019602001028,03
190019602001029,03
190019602001030,03
190019602001031,03
190019602001032,03
190019602001033,03
190019602001034,03
190019602001035,03
190019602001036,03
190019602001037,03
190019602001038,03
190019602001039,03
190019602001040,03
190019602001041,03
190019602001042,03
190019602001043,03
190019602001044,03
190019602001045,03
190019602001046,03
190019602001047,03
190019602001048,03
190019602001049,03
190019602001050,03
190019602001051,03
190019602001052,03
190019602001053,03
190019602001054,03
190019602001055,03
190019602001056,03
190019602001057,03
190019602001058,03
190019602001059,03
190019602001060,03
190019602001061,03
190019602001062,03
190019602001063,03
190019602001064,03
190019602001065,03
190019602001066,03
190019602001067,03
190019602001068,03
190019602001069,03
190019602001070,03
190019602001071,03
190019602001072,03
190019602001073,03
190019602001074,03
190019602001075,03
190019602001076,03
190019602001077,03
190019602001078,03
190019602001079,03
190019602001080,03
190019602001081,03
190019602001082,03
190019602001083,03
190019602001084,03
190019602001085,03
190019602001086,03
190019602001087,03
190019602001088,03
190019602001089,03
190019602001090,03
190019602001091,03
190019602001092,03
190019602001093,03
190019602001094,03
190019602001095,03
190019602001096,03
190019602001097,03
190019602001098,03
190019602001099,03
190019602001100,03
190019602001101,03
190019602001102,03
190019602001103,03
190019602001104,03
190019602001105,03
190019602001106,03
190019602001107,03
190019602001108,03
190019602001109,03
190019602001110,03
190019602001111,03
190019602001112,03
190019602001113,03
190019602001114,03
190019602001115,03
190019602001116,03
190019602001117,03
190019602001118,03
190019602001119,03
190019602001120,03
190019602001121,03
190019602001122,03
190019602001123,03
190019602001124,03
190019602001125,03
190019602001126,03
190019602001127,03
190019602001128,03
190019602001129,03
190019602001130,03
190019602001131,03
190019602001132,03
190019602001133,03
190019602001134,03
190019602001135,03
190019602001136,03
190019602001137,03
190019602001138,03
190019602001139,03
190019602001140,03
190019602001141,03
190019602001142,03
190019602001143,03
190019602001144,03
190019602001145,03
190019602001146,03
190019602001147,03
190019602001148,03
190019602001149,03
190019602001150,03
190019602001151,03
190019602001152,03
190019602001153,03
190019602001154,03
190019602001155,03
190019602001156,03
190019602001157,03
190019602001158,03
190019602001159,03
